flood_area_id,description,severity,severity_level,message,time_raised,time_severity_changed,easting,northing
114WAFCOBER,River Cober,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:31:01,2025-12-16T11:14:00,,
114WAFT1W06A00,Rivers Looe and Seaton,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T16:37:29,2025-12-16T10:53:00,,
033WAF309,Stoke Trent,Flood alert,3,"River levels remain high at the Liverpool Road river gauge due to heavy rainfall. Flooding is possible throughout tonight and into tomorrow morning 17th December 2025. Flooding may affect low-lying land and roads adjacent to the River Trent between Norton Green and Darlaston including Stoke on Trent, Lyme Brook between Newcastle under Lyme and Hanford, Fowlea Brook at Stoke on Trent and Ford Green Brook. We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water. This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:35:29,2025-12-15T16:44:00,,
034WAF416,River Erewash in Derbyshire and Nottinghamshire,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T08:54:04,2025-12-16T08:54:00,,
034WAF432,River Amber in Derbyshire,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:07:40,2025-12-16T09:56:00,,
034WAF434,River Meden in Nottinghamshire,Warning no longer in force,4,"The flood forecast has changed significantly. As a result, there is no longer a risk of flooding in the area. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Never drive through flood water,  just 30cm of fast flowing water is enough to move your car. Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger.   

",2025-12-16T09:22:45,2025-12-16T09:22:00,,
034WAF409,Lower Derwent in Derbyshire,Flood alert,3,"High river levels this morning may lead to flooding. Flooding is possible from the morning of 16th December 2025 .Areas most at risk are low-lying agricultural land and roads including Church Wilne, Draycott, and Wilne Lane between Draycott and Sawley. Heavy rainfall is forecast over the next 48 hours. River levels at Church Wilne Gauge are falling, but still pose a flood risk. We are closely monitoring the situation . Take care and avoid walking, cycling or driving through flood water & avoid using low-lying footpaths near local watercourses. This message will be updated by 09:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:52:23,2025-12-15T16:24:00,,
113FWF2F1C,River Teign (Lower) from Chudleigh to Kingsteignton,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and will be responsive to further rain which is forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:32:56,2025-12-16T10:32:00,,
013WAFLI,Lower River Irwell catchment including areas in Greater Manchester,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-15T18:12:23,2025-12-15T18:12:00,,
053WAF108WSK,Witham in South Kesteven,Flood alert,3,"Forecast rising river levels overnight may lead to flooding. 
Flooding is possible from overnight on 15 December 2025 . 
Locations most affected will be low lying land and roads near rivers.  Our forecasts indicate that flooding to properties is not likely and therefore flood warnings are not expected to be issued. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid low lying roads, near rivers, which may be flooded. 
This message will be updated by 11:00AM on 16 December 2025 or as the situation changes.
",2025-12-15T17:07:21,2025-12-15T17:07:00,,
013WAFMM,"Middle River Mersey catchment including areas near Bramhall, Stockport, Sale, Altrincham and Urmston",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:01:32,2025-12-16T09:01:00,,
113FWF2J2C,River Axe (Lower) from Axminster to Axmouth,Warning no longer in force,4,"The Flood Warning has now been removed. However, a Flood Alert remains in force for the wider area, so flooding of roads and low lying land is still possible. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and will be responsive to further rainfall forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T15:35:52,2025-12-16T15:35:00,,
112FWFDON10A,Doniford Stream in the Sampford Mill Farm area,Warning no longer in force,4,"The Flood Warning has now been removed. However, a Flood Alert remains in force for the wider area, so flooding of roads and low lying land is still possible. 
Further rainfall is forecast but no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T17:27:01,2025-12-16T17:27:00,,
111FWFFROU211,Upper Frome at Maiden Newton,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Further rainfall is expected Wednesday afternoon into Thursday that may see river levels rise again. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:44:42,2025-12-16T10:44:00,,
033FWF3DOVE014,River Dove at Dovefields Crossing and Saltbrook Cottage,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T14:53:32,2025-12-16T14:53:00,,
055WAF138EWG,East and West Glens,Flood alert,3,"Rising river levels this morning may lead to flooding. 
Flooding is possible on 16 December 2025 . 
Locations most affected will be low lying land and roads near rivers. Our forecasts indicate that flooding to properties is possible and therefore flood warnings are expected to be issued. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid low lying roads, near rivers which may be flooded. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T11:11:04,2025-12-16T11:11:00,,
053WAF109WNK,Witham in North Kesteven,Flood alert,3,"Rising river levels overnight may lead to flooding. 
Flooding is possible from overnight on 16 December 2025 . 
Locations most affected will be low lying land and roads near rivers. Our forecasts indicate that flooding to properties isn't likely and therefore flood warnings are not expected to be issued. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid low lying roads, near rivers which may be flooded. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T17:26:07,2025-12-16T17:26:00,,
033WAF310,Stone Trent,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:22:34,2025-12-16T09:22:00,,
111WAFPIDD,River Piddle and tributaries,Flood alert,3,"River levels are high and rising due to heavy rainfall last night. Flooding of roads and low lying land is possible. Flooding is forecast to affect locations near the River Piddle, with low lying land and roads expected to be most affected, particularly around tributaries between Alton Pancras and Wareham. There is further rain forecast for Wednesday evening into Thursday that may keep levels high. We are monitoring rainfall and river levels. Consider activating any flood protection products you may have and monitor local water levels and weather conditions. This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T09:39:59,2025-12-08T14:51:00,,
112FWFTON30A,"River Tone from Bathpool to Ham including Ruishton and Creech St Michael, riverside properties",Warning no longer in force,4,"The Flood Warning has now been removed. However, a Flood Alert remains in force for the wider area, so flooding of roads and low lying land is still possible. 
Further rainfall is forecast but no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T17:31:33,2025-12-16T17:31:00,,
112FWFTAV10A,Tetbury Avon at Malmesbury,Warning no longer in force,4,"The Flood Warning has now been removed. However, a Flood Alert remains in force for the wider area, so flooding of roads and low lying land is still possible. 
Further rainfall is forecast but no further flooding is expected.  
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.   

",2025-12-16T15:31:29,2025-12-16T15:31:00,,
055WAF134TWV,Welland Valley,Flood alert,3,"Rising river levels this morning may lead to flooding. 
Flooding is possible from the afternoon of 16 December 2025 . 
Locations most affected will be low lying land and roads near rivers. Our forecasts indicate that flooding to properties isn't likely and therefore flood warnings are not expected to be issued. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid low lying roads, near rivers which may be flooded. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T11:57:31,2025-12-16T11:57:00,,
034WAF401,River Sence in Leicestershire,Flood alert,3,"Rising river levels this evening may lead to flooding. 
Flooding is possible from the evening of 16 December 2025 . 
Areas most at risk are low-lying agricultural land and roads including the farmland in Great Glen, Kilby Bridge, South Wigston and Blaby as well as the road at Crow Mills. No further rainfall is forecast. River levels at South Wigston Gauge are rising and levels will remain high until tomorrow afternoon on 17/12/25. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . 
This message will be updated by 9:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:10:29,2025-12-16T16:10:00,,
033WAF314,Burton Trent,Flood alert,3,"Rising river levels this evening may lead to flooding. 
Flooding is possible from overnight on 16 December 2025 . 
Flooding may affect low-lying land and roads adjacent to the River Trent between Kings Bromley to Clay Mills including Burton upon Trent. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid using low lying footpaths and any bridges near local watercourses. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:55:16,2025-12-16T16:55:00,,
061WAF23ThmsTrbs,Clanfield Brook for Clanfield Village and the Shill Brook for Bampton,Flood alert,3,"Rising river levels this morning may lead to flooding. 
Flooding is possible from the morning of 16 December 2025 . 
Flooding of low lying land and roads is possible, especially in the Clanfield area. The forecast is for rain clearing through the morning, leaving a predominantly dry afternoon and night. We expect river levels to rise through the morning before stabilising this afternoon. 
We are monitoring rainfall and river levels . 
Avoid low lying roads near rivers, which may be flooded . 
This message will be updated by 7:00PM on 16 December 2025 or as the situation changes.
",2025-12-16T08:47:26,2025-12-16T08:47:00,,
013WAFBO,"River Bollin catchment, including Knutsford, Wilmslow, Macclesfield and Bollington",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T16:22:36,2025-12-16T16:22:00,,
111FWFFROL320,Lower Frome from East Stoke to Wareham,Flood warning,2,"High river levels are expected to cause flooding today. 
Flooding is expected on 16 December 2025 . 
River levels are high and rising on the Lower Frome due to the recent heavy rainfall.  We expect flooding to affect areas in East Stoke, Holmebridge, Stoborough, Stoborough Green, Wareham, Redcliffe, Ridge and Swineham.  Further rain is forecast for Wednesday and Thursday.  Please avoid using low lying footpaths and any bridges near local watercourses.  Do not attempt to walk or drive through flood water.  People in this area should take action now and watch your local weather forecast. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . 
This message will be updated by 4:30PM on 17 December 2025 or as the situation changes. 
",2025-12-16T14:42:16,2025-12-16T14:42:00,,
011WAFED,"Rivers Ehen, Calder, Irt and Esk",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T08:47:57,2025-12-16T08:47:00,,
122WAF974,River Foulness and Market Weighton catchment,Flood alert,3,"River levels remain high. As a result, flooding is possible today, Tuesday 16th December 2025.

Locations most affected will be low lying land and roads near the River Foulness and the Market Weighton Canal and their tributaries, particularly around Welham Bridge. 

We are monitoring rainfall and river levels and liaising with emergency services and local authorities. Take care and avoid walking, cycling or driving through flood water. Monitor local water levels and weather conditions. 

This message will be updated by 8:00PM on Tuesday 16th December 2025, or as the situation changes.
",2025-12-16T07:42:11,2025-12-16T07:27:00,,
011WAFLO,Rivers Lowther and Eamont,Flood alert,3,"Flooding continues to be possible to low lying land and roads on 16 December 2025. The heavy rain on Sunday (14/12/2025) and in the early hours of Monday (15/12/2025) has caused river levels to rise, however, this has now passed and river levels are falling. Lake levels remain high. Locations most affected will be low lying land and roads near rivers Eamont and Lowther to their confluence with the River Eden at Langwathby. We are closely monitoring the situation. Avoid using low lying footpaths and any bridges near local watercourses. This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T08:35:21,2025-12-13T18:22:00,,
011FWFNC6KC,Keswick Campsite,Flood warning,2,"Following recent heavy rainfall, river and lake levels remain high and flooding is expected to continue until at least Wednesday 17 December 2025. Locations most affected will be Keswick Campsite, with flooding from the lake. We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water. Take particular care if walking around the lake shore. This message will be updated by 10:00 on 17 December 2025 or as the situation changes.
",2025-12-16T08:50:18,2025-12-14T08:19:00,,
122FWF650,River Derwent at Buttercrambe Mill,Flood warning,2,"River levels remain high on the River Derwent. As a result, flooding is expected today, Tuesday 16th December 2025. 

Locations most affected will be Buttercrambe Mill at Buttercrambe Bridge. 

We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water and start acting on your flood plan if you have one.
 
This message will be updated by 9:00PM on Tuesday 16th December 2025 or as the situation changes.
",2025-12-16T12:49:27,2025-12-15T13:25:00,,
053WAF105TRS,River Steeping,Flood alert,3,"Rising river levels this afternoon may lead to flooding. 
Flooding is possible from the afternoon of 16 December 2025 . 
Locations most affected will be low lying land and roads near rivers. We expect the river to remain high throughout the next few days and flooding to gardens, driveways or external garages is possible close to the river. Our forecasts indicate that flooding to properties isn't likely and therefore flood warnings are not expected to be issued. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid low lying roads, near rivers which may be flooded. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:35:22,2025-12-16T16:35:00,,
053WAF118TBC,Bain catchment,Flood alert,3,"High river levels today, Tuesday, may lead to flooding. Flooding is possible on 16th December 2025.  The river Bain will remain at a constant high level whilst the Flood Storage Reservoir is in operation.
Our forecasts indicate that flooding to properties isn't likely and therefore flood warnings are not expected to be issued. We are closely monitoring the situation.  Take care and avoid walking, cycling or driving through flood water. Avoid low lying roads, near rivers which may be flooded This message will be updated by 11:00am on Wednesday 17th December 2025 or as the situation changes.
",2025-12-16T16:57:14,2025-12-15T17:10:00,,
034WAF426,Loughborough urban watercourses and local tributaries to the River Soar,Warning no longer in force,4,"The flood forecast has changed significantly. As a result, there is no longer a risk of flooding in the area. 
Further rainfall is forecast but no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.   

",2025-12-16T09:56:39,2025-12-16T09:56:00,,
123WAF965,River Colne and Fenay Beck Catchments,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Further rain is expected on Wednesday and Thursday and rivers are likely to be responsive to this. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary. We are checking our flood defences and monitoring the situation closely. 
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.   

",2025-12-16T09:43:01,2025-12-16T09:43:00,,
123WAF958,River Holme Catchment,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Further rain is expected on Wednesday and Thursday and rivers are likely to be responsive to this. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary. We are checking our flood defences and monitoring the situation closely. 
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.   

",2025-12-16T09:24:35,2025-12-16T09:24:00,,
013FWFCH35,River Bollin and Agden Brook at Little Bollington,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:36:01,2025-12-16T09:36:00,,
113FWF2B0A,River Avon from Didworthy to Aveton Gifford,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and will be responsive to further rain which is forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:28:46,2025-12-16T10:28:00,,
053WAF122SFF,Minor watercourses of the South Forty Foot Drain,Flood alert,3,"Rising river levels this morning may lead to flooding. Flooding is possible from the morning of Tuesday 16th December 2025.  Locations most affected will be low lying land and roads near rivers. Our forecasts indicate that flooding to properties is possible and therefore flood warnings are expected to be issued. We are closely monitoring the situation.  Take care and avoid walking, cycling or driving through flood water. Avoid low lying roads, near rivers which may be flooded This message will be updated by 11:00am on Wednesday 17th December 2025 or as the situation changes.
",2025-12-16T11:41:33,2025-12-16T11:03:00,,
053WAF119MNK,Minor Watercourses from Heighington to Dunston,Flood alert,3,"High river levels today, Tuesday, may lead to flooding. Flooding is possible on 16th December 2025. Locations most affected will be low lying land and roads near rivers. Our forecasts indicate that flooding to properties is not likely and therefore flood warnings are not expected to be issued. We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water. Avoid low lying roads near rivers which may be flooded. This message will be updated by 11:00am on Wednesday 17th December 2025 or as the situation changes.
",2025-12-16T10:10:41,2025-12-02T16:23:00,,
053WAF120SLE,Tributaries of the lower River Witham from Blankney to Sleaford,Flood alert,3,"Rising river levels this morning may lead to flooding. 
Flooding is possible on 16 December 2025 . 
Locations most affected will be low lying land and roads near rivers. Our forecasts indicate that flooding to properties is possible and therefore flood warnings may be issued. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid low lying roads, near rivers which may be flooded. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T11:53:08,2025-12-16T11:53:00,,
113FWF2B0B,"River Avon at South Brent, Avonwick and Aveton Gifford",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and will be responsive to further rain which is forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:18:47,2025-12-16T10:18:00,,
011WAFGB,"Rivers Greta, St Johns Beck and Bassenthwaite Lake",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T08:47:01,2025-12-16T08:47:00,,
011WAFCD,"Rivers Cocker, Marron and Derwent",Flood alert,3,"Following recent heavy rainfall, river and lake levels remain high and flooding of low lying land is expected to continue. No further significant rainfall is expected on Tuesday 16/12/2025. However, large amounts of flood water remain. Locations most affected will be low lying land and roads near the lower Derwent from Bassenthwaite Lake to the coast at Workington. The Cocker from Crummock Water to Cockermouth. River Marron from Ullock to its confluence with the Derwent near Bridgefoot. We are closely monitoring the situation. Avoid using low lying footpaths and any bridges near local watercourses. This message will be updated by 10:00 on 17 December 2025 or as the situation changes.
",2025-12-16T08:37:29,2025-12-13T18:34:00,,
011FWFNC14,River Cocker at Southwaite Bridge,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T08:46:31,2025-12-16T08:46:00,,
011FWFNC4B,"Rivers Cocker and Derwent at Cockermouth, Cricket Ground, Trout Hotel Car Park, Hatters Croft",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T08:45:57,2025-12-16T08:45:00,,
011FWFNC49,River Crake Valley,Flood warning,2,"River levels remain high following heavy rain on Sunday (14/12/2025) and early Monday (15/12/2025), with low lying land being flooded. Locations most affected will be the river Crake Valley, including Low Nibthwaite, Lowick Bridge, Spark Bridge and Penny Bridge. We are closely monitoring rainfall and river levels. Don't put yourself or others at risk and take care and avoid walking, cycling or driving through flood water. This message will be updated by 10:00 on 17 December 2025 or as the situation changes.
",2025-12-16T08:56:39,2025-12-14T23:17:00,,
112WAFYPU,"River Yeo and Parrett, Upper Reaches",Flood alert,3,"High river levels today may lead to flooding. 
Flooding is possible on 16 December 2025 from 9:30 
Further rainfall is forecast for the rest of today and and tomorrow. This flood alert will remain out as rivers are expected to rise in response to the rainfall. Locations most affected will be low lying land and roads near rivers. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . 
This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T09:28:36,2025-12-16T09:28:00,,
112WAFYPY,"River Yeo and Parrett, Yeovilton to Huish Episcopi",Flood alert,3,"High river levels today may lead to flooding. 
Flooding is possible on 16 December 2025  
Locations most affected will be low lying land and roads near rivers. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . 
This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T09:50:23,2025-12-16T09:50:00,,
114FWF1I5AA00,River Plym from Shaugh Bridge to Riverside Caravan Park,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:31:35,2025-12-16T10:41:00,,
114FWF1I4AA00,River Yealm at Yealmbridge and Yealmpton,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:38:31,2025-12-16T10:38:00,,
114FWF1B0CA00,River Cober at Trenear,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:17:36,2025-12-16T10:42:00,,
113FWF2A0A,River Erme from Ivybridge to Ermington,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and will be responsive to further rain which is forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:29:59,2025-12-16T10:29:00,,
113FWFDAWLISH01,Dawlish Water at Dawlish,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and will be responsive to further rain which is forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:17:26,2025-12-16T10:17:00,,
112FWFTON10A,River Tone from Waterrow to Taunton,Warning no longer in force,4,"The Flood Warning has now been removed. However, a Flood Alert remains in force for the wider area, so flooding of roads and low lying land is still possible. 
Further rainfall is forecast but no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T17:29:14,2025-12-16T17:29:00,,
